"COMPLAINTNUMBER","ACCIDENTDATE","YEAR","MILITARYTIME","DAYOFWEEK","ACCIDENTTYPE","NUMINVOLVED","NUMINJURED","NUMFATALITIES","FEETFROMINTERSECTION","CITYQUADRANT","CONSTRUCTION","ONSTREET","COLLISIONTYPE","WEATHER","TRAFFICCONDITION","ROADWAYTYPE","TRAFFICCONTROL","MPDLOCATION","CRASHDURATION","LATITUDE","LONGITUDE","TAXIINVOLVED","TOURBUSINVOLVED","MILITARYHOUR","ACCIDENTDATETIME"
15040308,2015-03-23,2015,"0827","Monday","",2,0,0,0,"NW","N","At Intersection","Right Turn Hit Veh.","Clear","Unknown","Two-Way, Divided Positive","Signal","FRANCIS SCOTT KEY BRG NW / M ST NW",1,38.904949,-77.068603,"","","8",2015-03-23 08:27:00
15040876,2015-03-24,2015,"0825","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Divided Unprotected","None","NEBRASKA RD NW",5,38.959223,-77.068038,"","","8",2015-03-24 08:25:00
15037977,2015-03-18,2015,"2020","Wednesday","Prop. Damage",1,0,0,0,"NW","N","Private Property","Fixed Object","Clear","Light","Other","None","1500 WISCONSIN AVE NW",1,38.908971,-77.064308,"","","20",2015-03-18 20:20:00
15033629,2015-03-10,2015,"1937","Tuesday","Prop. Damage",1,0,0,0,"NW","N","N/A","Fixed Object","Rain","Light","Other","None","1500 WISCONSIN AVENUE NW",1,38.908942,-77.064301,"","","19",2015-03-10 19:37:00
15040636,2015-03-23,2015,"1835","Monday","Injury",2,1,0,0,"NW","N","Not at Intersection","19","Clear","Light","Two-Way, Not Divided","None","3015 Q STREET NW",11,38.91073,-77.060027,"","","18",2015-03-23 18:35:00
15037118,2015-03-17,2015,"1029","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","","Two-Way, Not Divided","Signal","CONNECTICUT AVE NW / PORTER ST NW",0,38.936817,-77.059197,"","","10",2015-03-17 10:29:00
15037878,2015-03-18,2015,"1650","Wednesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Unknown","Other","Signal","CONNECTICUT AVE NW / PORTER ST NW",0,38.936817,-77.059197,"","","16",2015-03-18 16:50:00
15040459,2015-03-23,2015,"1425","Monday","Injury",2,1,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Not Divided","Signal","1600 WISCONSIN AVENUE NW",0,38.910921,-77.065396,"","","14",2015-03-23 14:25:00
15032138,2015-03-07,2015,"1300","Saturday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Unknown","One-Way, Not Divided","Stop Sign","1200 POTOMAC STREET NW",580,38.905286,-77.065395,"","","13",2015-03-07 13:00:00
15039277,2015-03-21,2015,"1025","Saturday","Prop. Damage",2,0,0,10,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","None","1400 WISCONSIN AVENUE NW",0,38.907964,-77.063869,"","","10",2015-03-21 10:25:00
15039126,2015-03-21,2015,"0210","Saturday","Injury",3,1,0,0,"NW","N","At Intersection","Rear End","Clear","Light","Two-Way, Not Divided","Signal","3025 M STREET NW",1,38.905428,-77.059848,"","","2",2015-03-21 02:10:00
15033368,2015-03-10,2015,"0820","Tuesday","Injury",1,1,0,230,"NW","N","At Intersection","Left Turn Hit Ped.","Clear","Medium","Two-Way, Not Divided","Stop Sign","30TH ST NW / K ST NW",5,38.9026,-77.05911,"","","8",2015-03-10 08:20:00
15042548,2015-03-27,2015,"0929","Friday","Injury",1,1,0,0,"NW","Y","Not at Intersection","Other","Rain","Medium","One-Way, Not Divided","Signal","30TH ST NW / K ST NW",0,38.9026,-77.05911,"","","9",2015-03-27 09:29:00
15039164,2015-03-21,2015,"0312","Saturday","Injury",3,1,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Light","Two-Way, Divided Unprotected","Signal","3500 CONNECTICUT AVE NW",3,38.935879,-77.059067,"","","3",2015-03-21 03:12:00
15036506,2015-03-16,2015,"0605","Monday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Other","Clear","Light","Two-Way, Divided Unprotected","None","3000 K STREET NW",0,38.901814,-77.059755,"","","6",2015-03-16 06:05:00
15034095,2015-03-10,2015,"2030","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Parked Vehicle","Unknown","Unknown","Two-Way, Divided Unprotected","None","3701 CONNECTICUT AVE NW",-815,38.938296,-77.059268,"","","20",2015-03-10 20:30:00
15029716,2015-03-02,2015,"1807","Monday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","3500 CONNECTICUT AVE NW",11,38.935767,-77.058945,"","","18",2015-03-02 18:07:00
15036765,2015-03-12,2015,"0630","Thursday","",2,0,0,300,"NW","N","Not at Intersection","Side Swiped","Unknown","Unknown","Two-Way, Not Divided","None","3024 MACOMB ST NW",-30,38.933307,-77.060703,"","","6",2015-03-12 06:30:00
15029473,2015-03-02,2015,"0927","Monday","Injury",2,3,0,0,"NW","N","At Intersection","Right Angle","Clear","Medium","Two-Way, Not Divided","Signal","31ST ST NW / M ST NW",0,38.90519,-77.06118,"","","9",2015-03-02 09:27:00
15036034,2015-03-15,2015,"0148","Sunday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Light","Two-Way, Not Divided","Signal","31ST ST NW / M ST NW",2,38.90519,-77.06118,"","","1",2015-03-15 01:48:00
15042647,2015-03-27,2015,"1235","Friday","Injury",2,1,0,0,"NW","N","At Intersection","Other","Clear","Unknown","","Stop Sign","3101 K STREET NW",3,38.902775,-77.061418,"","","12",2015-03-27 12:35:00
15039385,2015-03-21,2015,"0200","Saturday","",2,0,0,200,"NW","N","Not at Intersection","Side Swiped","Clear","Unknown","Two-Way, Divided Unprotected","None","3901 CONNECTICUT AVENUE NW",760,38.940022,-77.060574,"","","2",2015-03-21 02:00:00
15040893,2015-03-24,2015,"0941","Tuesday","",2,0,0,40,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","None","901 27TH STREET NW",0,38.900904,-77.05593,"","","9",2015-03-24 09:41:00
15037180,2015-03-11,2015,"0830","Wednesday","Prop. Damage",2,0,0,0,"NW","Y","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","2700 N STREET NW",5,38.906747,-77.055929,"","","8",2015-03-11 08:30:00
15044130,2015-03-30,2015,"0920","Monday","",0,0,0,0,"NW","N","Within 100ft of Intersection","Parked Vehicle","Clear","Light","Two-Way, Not Divided","None","3105 SOUTH ST NW",0,38.903599,-77.061539,"","","9",2015-03-30 09:20:00
15035221,2015-03-13,2015,"1742","Friday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Divided Unprotected","Signal","CONNECTICUT AVE NW / TILDEN ST NW",0,38.94089,-77.061607,"","","17",2015-03-13 17:42:00
15043851,2015-03-29,2015,"1603","Sunday","Injury",2,0,0,0,"NW","N","Within 100ft of Intersection","Parked Vehicle","Clear","Medium","Two-Way, Not Divided","None","3040 M STREET NW",7,38.904932,-77.060463,"","","16",2015-03-29 16:03:00
15033689,2015-03-10,2015,"1900","Tuesday","",2,0,0,0,"NW","N","Not at Intersection","Parked Vehicle","Rain","Unknown","Two-Way, Not Divided","None","1249 31ST STREET NW",180,38.906541,-77.061026,"","","19",2015-03-10 19:00:00
15034415,2015-03-11,2015,"1800","Wednesday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","1050 31ST ST NW",0,38.90399,-77.061455,"","","18",2015-03-11 18:00:00
15041587,2015-03-25,2015,"1516","Wednesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Backing Hit Moving Veh.","Clear","Unknown","Two-Way, Not Divided","Stop Sign","31ST ST NW / P ST NW",1,38.909286,-77.061448,"","","15",2015-03-25 15:16:00
15030563,2015-03-04,2015,"1246","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Light","Two-Way, Divided Unprotected","None","31ST PL NW / CLEVELAND AVE NW",0,38.92636,-77.06177,"","","12",2015-03-04 12:46:00
15037599,2015-03-18,2015,"0659","Wednesday","Prop. Damage",1,0,0,0,"NW","Y","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Positive","None","MILITARY RD NW",0,38.961022,-77.061847,"","","6",2015-03-18 06:59:00
15040900,2015-03-24,2015,"1026","Tuesday","Injury",2,3,0,0,"NW","N","At Intersection","Side Swiped","Clear","Heavy","One-Way, Not Divided","Signal","E ST NW/ 27TH ST NW",0,38.910513,-77.055181,"","","10",2015-03-24 10:26:00
15038043,2015-03-19,2015,"2309","Thursday","Injury",2,1,0,0,"","N","At Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","Signal","27TH / K ST",1,38.90251,-77.05611,"","","23",2015-03-19 23:09:00
15042835,2015-03-27,2015,"1757","Friday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Unknown","Two-Way, Divided Unprotected","None","2724 PORTER STREET NW",0,38.935629,-77.056423,"","","17",2015-03-27 17:57:00
15029095,2015-03-01,2015,"0721","Sunday","",2,0,0,80,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","2822 PENNSYLVANIA AVENUE NW",0,38.904957,-77.057772,"","","7",2015-03-01 07:21:00
15041049,2015-03-24,2015,"1415","Tuesday","",2,0,0,0,"NW","N","Not at Intersection","Rear End","Unknown","","Two-Way, Not Divided","None","1230 29th St NW",1,38.905984,-77.058285,"","","14",2015-03-24 14:15:00
15029743,2015-03-02,2015,"1855","Monday","",2,1,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","1240 29TH STREET NW",5,38.906375,-77.058277,"","","18",2015-03-02 18:55:00
15030813,2015-03-04,2015,"2056","Wednesday","Prop. Damage",2,0,0,30,"NW","N","Within 100ft of Intersection","Other","Rain","Unknown","Two-Way, Divided Unprotected","Signal","3301 CONNECTICUT AVENUE NW",1,38.933655,-77.057077,"Yes","","20",2015-03-04 20:56:00
15039503,2015-03-21,2015,"1812","Saturday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Light","One-Way, Not Divided","Stop Sign","29TH ST NW / DUMBARTON ST NW",2,38.90768,-77.05815,"","","18",2015-03-21 18:12:00
15043359,2015-03-28,2015,"1545","Saturday","Prop. Damage",2,0,0,25,"NW","N","Within 100ft of Intersection","Parked Vehicle","Clear","","Two-Way, Not Divided","Signal","2400 CALIFORNIA STREET NW",1,38.915415,-77.052836,"","","15",2015-03-28 15:45:00
15032391,2015-03-08,2015,"1219","Sunday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Backing Hit Moving Veh.","Clear","Medium","Two-Way, Divided Unprotected","Signal","CONNECTICUT AVE NW / ORDWAY ST NW",0,38.935559,-77.058294,"","","12",2015-03-08 12:19:00
15043132,2015-03-28,2015,"0340","Saturday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Light","Two-Way, Divided Unprotected","Signal","CONNECTICUT AVE NW / ORDWAY ST NW",5,38.935559,-77.058294,"","","3",2015-03-28 03:40:00
15034135,2015-03-11,2015,"1843","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Parked Vehicle","","","Two-Way, Not Divided","None","2815 M ST NW",0,38.905396,-77.057542,"","","18",2015-03-11 18:43:00
15033847,2015-03-11,2015,"0850","Wednesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Left Turn Hit Veh.","Clear","Heavy","Two-Way, Not Divided","None","2600 CONNECTICUT AVENUE NW",0,38.923719,-77.052013,"","","8",2015-03-11 08:50:00
15030241,2015-03-03,2015,"1826","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Rain","Unknown","Two-Way, Divided Positive","Stop Sign","I ST NW / NEW HAMPSHIRE AVE NW",4,38.90069,-77.05183,"","","18",2015-03-03 18:26:00
15041241,2015-03-24,2015,"2007","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Left Turn Hit Veh.","Clear","Medium","Two-Way, Not Divided","None","1100 24TH ST NW",1,38.924836,-77.052457,"Yes","","20",2015-03-24 20:07:00
15042105,2015-03-26,2015,"1445","Thursday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Other","Unknown","Two-Way, Divided Unprotected","Signal","24TH ST NW / CONNECTICUT AVE NW",0,38.92482,-77.05224,"","","14",2015-03-26 14:45:00
15042669,2015-03-27,2015,"1351","Friday","Prop. Damage",2,0,0,0,"NW","N","Private Property","Right Angle","Clear","Medium","Two-Way, Divided Unprotected","None","CONNECTICUT AVE NW / WOODLEY RD NW",0,38.925541,-77.052675,"","","13",2015-03-27 13:51:00
15033630,2015-03-10,2015,"1740","Tuesday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Heavy","Two-Way, Divided Unprotected","Signal","2400 M ST NW",2,38.904797,-77.051964,"","","17",2015-03-10 17:40:00
15035770,2015-03-14,2015,"1005","Saturday","Prop. Damage",2,0,0,0,"NW","N","Other","Side Swiped","Rain","Light","Two-Way, Not Divided","None","2001 24TH ST NW",0,38.917127,-77.052496,"","","10",2015-03-14 10:05:00
15042316,2015-03-26,2015,"2127","Thursday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Rain","Light","Two-Way, Not Divided","Signal","1100 24TH STREET NW",0,38.903929,-77.051648,"","","21",2015-03-26 21:27:00
15042306,2015-03-26,2015,"2034","Thursday","",1,1,0,0,"NW","N","At Intersection","Left Turn Hit Ped.","Rain","Medium","Two-Way, Divided Unprotected","Signal","1100 24TH STREET NW",1,38.903929,-77.051648,"","","20",2015-03-26 20:34:00
15041513,2015-03-25,2015,"1209","Wednesday","",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Medium","Two-Way, Not Divided","Signal","24TH ST / CALVERT ST NW",0,38.92348,-77.05259,"","","12",2015-03-25 12:09:00
15041795,2015-03-25,2015,"2156","Wednesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Clear","Light","Two-Way, Not Divided","Stop Sign","2500 Block P ST NW",2,38.909605,-77.052535,"","","21",2015-03-25 21:56:00
15041196,2015-03-24,2015,"1825","Tuesday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Rear End","Clear","Unknown","Two-Way, Divided Unprotected","None","2612 CATHEDRAL AVENUE NW",0,38.928015,-77.054838,"","","18",2015-03-24 18:25:00
15032804,2015-03-09,2015,"1020","Monday","Injury",2,2,0,0,"","N","Within 100ft of Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","Signal","2517 PENNSYLVANIA AVE & L ST",0,38.904155,-77.053764,"","","10",2015-03-09 10:20:00
15035151,2015-03-13,2015,"1524","Friday","Prop. Damage",2,0,0,50,"NW","N","Within 100ft of Intersection","Other","Clear","Light","Two-Way, Not Divided","None","2432 TRACY PLACE NW",1,38.91641,-77.055086,"","","15",2015-03-13 15:24:00
15031909,2015-03-07,2015,"1252","Saturday","",2,0,0,0,"NW","Y","Within 100ft of Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","25TH ST NW / M ST NW",0,38.90525,-77.0533,"","","12",2015-03-07 12:52:00
15036066,2015-03-15,2015,"0322","Sunday","",2,0,0,0,"","N","N/A","Side Swiped","Clear","Medium","Two-Way, Divided Positive","Unknown","arlington Memorial Bridge",0,38.887741,-77.054291,"","","3",2015-03-15 03:22:00
15042293,2015-03-26,2015,"1932","Thursday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Divided Unprotected","None","1200 25TH ST NW",0,38.905755,-77.053402,"","","19",2015-03-26 19:32:00
15044303,2015-03-30,2015,"1526","Monday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","Clear","Medium","Two-Way, Divided Unprotected","Signal","2500 PENNSYLVANIA AVE NW",0,38.9034,-77.053711,"","","15",2015-03-30 15:26:00
15037305,2015-03-17,2015,"1653","Tuesday","Prop. Damage",2,0,0,25,"NW","N","Within 100ft of Intersection","Side Swiped","","","Two-Way, Not Divided","None","23RD ST NW / I ST NW",0,38.9007,-77.05012,"","","16",2015-03-17 16:53:00
15041960,2015-03-26,2015,"0907","Thursday","",1,0,0,0,"NW","N","At Intersection","Straight Hit Ped.","Rain","Medium","Two-Way, Divided Unprotected","Other","23RD ST NW / D ST NW",0,38.89535,-77.05012,"","","9",2015-03-26 09:07:00
15044701,2015-03-31,2015,"0922","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Medium","One-Way, Not Divided","Signal","23RD ST NW / WASHINGTON CIR NW",0,38.90307,-77.05018,"","","9",2015-03-31 09:22:00
15042133,2015-03-26,2015,"1539","Thursday","",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Heavy","Two-Way, Divided Unprotected","None","23RD ST NW / D ST NW",60,38.89535,-77.05012,"","","15",2015-03-26 15:39:00
15030225,2015-03-03,2015,"1813","Tuesday","Injury",1,1,0,0,"NW","N","At Intersection","Left Turn Hit Ped.","Rain","Heavy","One-Way, Not Divided","Signal","2275 L STREET NW",0,38.903956,-77.049795,"","","18",2015-03-03 18:13:00
15031931,2015-03-07,2015,"1420","Saturday","Prop. Damage",2,0,0,250,"NW","N","Not at Intersection","Right Angle","Clear","Light","One-Way, Not Divided","None","1255 23RD ST NW",0,38.906395,-77.049786,"","","14",2015-03-07 14:20:00
15040060,2015-03-22,2015,"1724","Sunday","Prop. Damage",2,0,0,10,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Not Divided","Signal","817 23RD STREET NW",1,38.900104,-77.049856,"","","17",2015-03-22 17:24:00
15041046,2015-03-24,2015,"1345","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","Signal","23RD ST NW / M ST NW",0,38.90526,-77.05011,"","","13",2015-03-24 13:45:00
15033647,2015-03-10,2015,"1956","Tuesday","Prop. Damage",2,1,0,0,"NW","N","At Intersection","Right Angle","Rain","Medium","Two-Way, Divided Unprotected","Signal","23RD ST NW / CONSTITUTION AVE NW",4,38.892091,-77.050156,"","","19",2015-03-10 19:56:00
15044956,2015-03-31,2015,"1747","Tuesday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Left Turn Hit Veh.","Rain","Heavy","Two-Way, Not Divided","Signal","23RD ST NW / E ST NW",62,38.896018,-77.050111,"","","17",2015-03-31 17:47:00
15030016,2015-03-03,2015,"1123","Tuesday","",2,0,0,0,"NW","N","At Intersection","Side Swiped","Clear","Medium","One-Way, Not Divided","None","1 WASHINGTON CIRCLE NW",0,38.903371,-77.049726,"","","11",2015-03-03 11:23:00
15032403,2015-03-08,2015,"1249","Sunday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","None","2506 WOODLEY RD NW",0,38.925083,-77.050514,"","","12",2015-03-08 12:49:00
15037104,2015-03-17,2015,"1021","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Rear End","Clear","Medium","One-Way, Not Divided","Signal","3 WASHINGTON CIR NW",0,38.903262,-77.050419,"Yes","","10",2015-03-17 10:21:00
15038738,2015-03-20,2015,"1050","Friday","",1,0,0,0,"NW","N","At Intersection","Fixed Object","Rain","Heavy","Other","Signal","23RD ST NW / M ST NW",0,38.905265,-77.050107,"","","10",2015-03-20 10:50:00
15033483,2015-03-10,2015,"1430","Tuesday","",2,0,0,0,"NW","N","At Intersection","Rear End","Rain","Light","One-Way, Not Divided","Stop Sign","MASSACHUSETTS AVE NW / R ST NW",3,38.912707,-77.051419,"","","14",2015-03-10 14:30:00
15033007,2015-03-09,2015,"1645","Monday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Right Turn Hit Veh.","Clear","Heavy","Two-Way, Divided Unprotected","Signal","33RD ST NW / M ST NW",2,38.905015,-77.063023,"","","16",2015-03-09 16:45:00
15043283,2015-03-28,2015,"1235","Saturday","Prop. Damage",2,0,0,5,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Heavy","Two-Way, Not Divided","Signal","3200 M STREET NW",0,38.905015,-77.063023,"","","12",2015-03-28 12:35:00
15033633,2015-03-10,2015,"1930","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Within 100ft of Intersection","Backing Hit Parked Veh.","Rain","Light","One-Way, Not Divided","None","3148 DUMBARTON STREET NW",1,38.907486,-77.062965,"","","19",2015-03-10 19:30:00
15042003,2015-03-26,2015,"1010","Thursday","",2,0,0,0,"NW","N","At Intersection","Right Angle","Rain","Medium","Other","Signal","24TH ST NW / K ST NW",0,38.9024,-77.051415,"","","10",2015-03-26 10:10:00
15041230,2015-03-24,2015,"1938","Tuesday","Prop. Damage",2,0,0,0,"NW","N","Not at Intersection","Side Swiped","Clear","Light","Two-Way, Not Divided","Signal","2350 M STREET NW",0,38.904972,-77.051095,"","","19",2015-03-24 19:38:00
15038470,2015-03-19,2015,"1958","Thursday","",1,1,0,0,"NW","N","At Intersection","Straight Hit Ped.","Clear","Unknown","One-Way, Not Divided","Signal","34TH ST NW / M ST NW",1,38.90506,-77.06783,"","","19",2015-03-19 19:58:00
15029368,2015-03-01,2015,"2255","Sunday","Prop. Damage",2,0,0,0,"NW","N","At Intersection","Rear End","Sleet/Hail","Light","One-Way, Not Divided","Signal","NEW HAMPSHIRE AVE NW / WASHINGTON CIR NW",0,38.902097,-77.050533,"","","22",2015-03-01 22:55:00
15035004,2015-03-13,2015,"0945","Friday","Prop. Damage",2,0,0,150,"NW","N","Not at Intersection","Side Swiped","Clear","Medium","Two-Way, Not Divided","None","4221 CONNECTICUT AVENUE NW",0,38.943807,-77.062842,"","","9",2015-03-13 09:45:00
15031705,2015-03-07,2015,"0122","Saturday","",2,0,0,0,"NW","N","Within 100ft of Intersection","Side Swiped","Clear","Light","Two-Way, Divided Unprotected","Yield","2300 CALVERT STREET NW",1,38.923265,-77.050828,"","","1",2015-03-07 01:22:00
15033416,2015-03-10,2015,"1228","Tuesday","Injury",1,1,0,0,"NW","N","Not at Intersection","Backing Hit Ped.","Rain","Medium","Two-Way, Not Divided","None","3124 M ST NW",0,38.905023,-77.062047,"","","12",2015-03-10 12:28:00
